Name	Length	EffectiveLength	TPM	NumReads
Ocbimv22000001m	1452	1254.21	0.69936	236.045
Ocbimv22000002m	309	132.511	0.252387	9
Ocbimv22000003m	3309	3111.21	0.502839	421
Ocbimv22000007m	1500	1302.21	11.2546	3944
Ocbimv22000008m	3468	3270.21	7.95082	6997
Ocbimv22000012m	285	113.242	157.609	4803
Ocbimv22000013m	240	79.6118	0	0
Ocbimv22000014m	129	20.8418	0	0
Ocbimv22000015m	171	37.0088	106.634	1062
Ocbimv22000021m	5586	5388.21	4.70068	6816
Ocbimv22000023m	2445	2247.21	0.24308	147
Ocbimv22000024m	783	585.912	0.190268	30
Ocbimv22000025m	297	122.734	0.200128	6.60994
Ocbimv22000026m	276	106.245	0.175176	5.00852
Ocbimv22000027m	300	125.147	0	0
Ocbimv22000028m	153	28.6297	908.863	7002.28
Ocbimv22000029m	210	59.4216	0	0
Ocbimv22000030m	201	53.8278	0	0
Ocbimv22000031m	561	365.882	0.138386	13.6257
Ocbimv22000033m	177	40.1353	6.11074	66
Ocbimv22000034m	543	348.233	0.010671	1
Ocbimv22000035m	1161	963.211	0.0987886	25.6066
Ocbimv22000036m	750	553.034	0.0134386	2
Ocbimv22000038m	390	202.953	0.0366194	2
Ocbimv22000039m	258	92.6161	0	0
Ocbimv22000040m	528	333.632	23.7908	2136
Ocbimv22000041m	696	499.31	57.4543	7720
Ocbimv22000042m	393	205.687	118.714	6571
Ocbimv22000043m	474	281.465	14.2585	1080
Ocbimv22000044m	480	287.219	12.084	934
Ocbimv22000046m	267	99.3705	37.8068	1011
Ocbimv22000047m	348	165.606	215.682	9612
Ocbimv22000048m	2496	2298.21	4.94451	3058
Ocbimv22000052m	1908	1710.21	1.21637	559.807
Ocbimv22000054m	288	115.615	0	0
Ocbimv22000055m	2004	1806.21	0.34152	166
Ocbimv22000056m	603	407.158	0.188395	20.6422
Ocbimv22000057m	1068	870.211	7.31491	1713
Ocbimv22000058m	216	63.2884	0	0
Ocbimv22000059m	525	330.708	0	0
Ocbimv22000060m	1707	1509.21	0.0147733	6
Ocbimv22000061m	231	73.3208	0.0506814	1
Ocbimv22000062m	222	67.2394	0.497387	9
Ocbimv22000063m	2604	2406.21	10.8304	7013
Ocbimv22000064m	462	270.026	9.32945	677.933
Ocbimv22000065m	312	135.003	4.98246	181.014
Ocbimv22000066m	207	57.5269	0.197637	3.05959
Ocbimv22000067m	423	233.315	0.0477809	3
Ocbimv22000068m	7179	6981.21	319.147	599577
Ocbimv22000069m	462	270.026	458.523	33319
Ocbimv22000070m	153	28.6297	2737.38	21090
Ocbimv22000071m	324	145.038	3.91896	152.96
Ocbimv22000072m	192	48.4952	8.38542	109.433
Ocbimv22000073m	951	753.484	0	0
Ocbimv22000074m	873	675.689	0.0114698	2.08558
Ocbimv22000075m	234	75.3963	8.52653	173
Ocbimv22000076m	309	132.511	0	0
Ocbimv22000077m	150	27.3843	1.89977	14
Ocbimv22000078m	216	63.2884	0.704584	12
Ocbimv22000079m	225	69.2373	0	0
Ocbimv22000080m	318	140.002	0.361827	13.6319
Ocbimv22000081m	1704	1506.21	3.00495	1218
Ocbimv22000082m	264	97.088	120.718	3154
Ocbimv22000083m	696	499.31	13.3738	1797
Ocbimv22000084m	231	73.3208	48.1473	950
Ocbimv22000085m	288	115.615	0.0321411	1
Ocbimv22000086m	1104	906.211	3.07134	749
Ocbimv22000087m	984	786.418	0.732409	155
Ocbimv22000088m	984	786.418	1.20493	255
Ocbimv22000089m	294	120.355	43.3181	1403
Ocbimv22000090m	534	339.459	16.1794	1478
Ocbimv22000091m	177	40.1353	0.92587	10
Ocbimv22000092m	549	354.114	0.283332	27
Ocbimv22000093m	537	342.383	2.20323	203
Ocbimv22000094m	654	457.621	2.72029	335
Ocbimv22000095m	429	238.894	1.58661	102
Ocbimv22000096m	540	345.307	14.2912	1328
Ocbimv22000097m	852	654.739	0.72647	128
Ocbimv22000098m	603	407.158	0	0
Ocbimv22000099m	210	59.4216	0	0
Ocbimv22000100m	150	27.3843	5.15653	38
Ocbimv22000101m	414	224.968	22.1926	1343.54
Ocbimv22000102m	798	600.857	0	0
Ocbimv22000103m	438	247.311	0	0
Ocbimv22000104m	1884	1686.21	8.75774	3974
Ocbimv22000105m	651	454.652	1.29761	158.762
Ocbimv22000106m	321	142.511	0.774886	29.7173
Ocbimv22000107m	654	457.621	0.0768541	9.46449
Ocbimv22000108m	759	562	25.1789	3808
Ocbimv22000109m	183	43.3964	133.496	1559
Ocbimv22000110m	231	73.3208	2.12862	42
Ocbimv22000111m	300	125.147	72.5402	2443
Ocbimv22000112m	252	88.206	3.95348	93.8429
Ocbimv22000113m	402	213.904	0	0
Ocbimv22000114m	339	157.833	3.99798	169.81
Ocbimv22000115m	489	295.861	0.209532	16.6826
Ocbimv22000116m	678	481.431	4.19373	543.324
Ocbimv22000117m	336	155.255	0.585071	24.4443
Ocbimv22000118m	234	75.3963	231.103	4689
Ocbimv22000119m	2553	2355.21	52.8998	33528
Ocbimv22000121m	222	67.2394	0.607917	11
Ocbimv22000122m	264	97.088	0.267922	7
Ocbimv22000123m	1728	1530.21	0.0485685	20
Ocbimv22000124m	786	588.894	0	0
Ocbimv22000125m	150	27.3843	15.0625	111
Ocbimv22000126m	1338	1140.21	0.919052	282
Ocbimv22000127m	156	29.9162	10.8205	87.1118
Ocbimv22000128m	183	43.3964	0	0
Ocbimv22000129m	297	122.734	18.6202	615
Ocbimv22000130m	207	57.5269	43.4091	672.01
Ocbimv22000131m	219	65.2548	0	0
Ocbimv22000132m	189	46.7571	1.27159	16
Ocbimv22000133m	219	65.2548	0.0583562	1.02476
Ocbimv22000134m	234	75.3963	0	0
Ocbimv22000135m	1074	876.211	0	0
Ocbimv22000136m	852	654.739	0.0877992	15.4697
Ocbimv22000137m	228	71.2709	94.2675	1808
Ocbimv22000138m	1008	810.211	0.981503	214
Ocbimv22000139m	1950	1752.21	3.58407	1690
Ocbimv22000140m	1638	1440.21	2.52342	978
Ocbimv22000141m	2490	2292.21	0.0315233	19.4451
Ocbimv22000142m	258	92.6161	0.200613	5
Ocbimv22000143m	930	732.525	48.8162	9623
Ocbimv22000144m	897	699.62	6.33125	1192
Ocbimv22000145m	915	717.564	2.99325	578
Ocbimv22000146m	273	103.926	2.78899	78
Ocbimv22000147m	3102	2904.21	0.00127952	1
Ocbimv22000148m	198	52.0094	0	0
Ocbimv22000149m	291	117.974	0.062997	2
Ocbimv22000150m	300	125.147	0	0
Ocbimv22000151m	282	110.886	0	0
Ocbimv22000153m	1038	840.211	12.6312	2856
Ocbimv22000154m	924	726.535	6.74116	1318
Ocbimv22000155m	150	27.3843	112.494	829
Ocbimv22000156m	489	295.861	133.173	10603
Ocbimv22000157m	192	48.4952	10.5744	138
Ocbimv22000158m	198	52.0094	0.0833715	1.16687
Ocbimv22000159m	93	18.5887	3.3984	17
Ocbimv22000160m	1554	1356.21	0.468538	171
Ocbimv22000161m	246	83.8589	1.28506	29
Ocbimv22000162m	1113	915.211	10.3902	2559
Ocbimv22000164m	777	579.941	0.0320377	5
Ocbimv22000165m	90	18.4963	0.200905	1
Ocbimv22000166m	165	34.0766	0.76334	7
Ocbimv22000167m	219	65.2548	0	0
Ocbimv22000168m	471	278.609	0.266754	20
Ocbimv22000169m	147	26.2514	0	0
Ocbimv22000170m	1458	1260.21	0.00884614	3
Ocbimv22000171m	636	439.801	0	0
Ocbimv22000172m	207	57.5269	2.84222	44
Ocbimv22000173m	150	27.3843	0.880712	6.49023
Ocbimv22000174m	276	106.245	0	0
Ocbimv22000175m	2658	2460.21	0.261306	173
Ocbimv22000176m	213	61.333	0	0
Ocbimv22000177m	213	61.333	43.5732	719.18
Ocbimv22000178m	573	377.648	1.5055	153
Ocbimv22000180m	285	113.242	0.49997	15.2362
Ocbimv22000181m	150	27.3843	0.542792	4
Ocbimv22000182m	708	511.246	7.92268	1090
Ocbimv22000183m	594	398.289	6.16148	660.4
Ocbimv22000184m	570	374.706	0.297513	30
Ocbimv22000185m	375	189.407	0.333525	17
Ocbimv22000186m	1683	1485.21	2.45447	981
Ocbimv22000187m	1602	1404.21	8.76728	3313
Ocbimv22000188m	1251	1053.21	0.0635087	18
Ocbimv22000189m	192	48.4952	0.613009	8
Ocbimv22000190m	153	28.6297	45.5581	351
Ocbimv22000192m	4824	4626.21	2.43867	3036
Ocbimv22000193m	159	31.26	0.118874	1
Ocbimv22000194m	603	407.158	0.182907	20.0409
Ocbimv22000195m	216	63.2884	0	0
Ocbimv22000197m	702	505.281	0.779558	106
Ocbimv22000198m	306	130.06	0	0
