Name	Length	EffectiveLength	TPM	NumReads
Ocbimv22000001m	1452	1250.09	0.462787	150.027
Ocbimv22000002m	309	129.411	0.178785	6
Ocbimv22000003m	3309	3107.09	0.455473	367
Ocbimv22000007m	1500	1298.09	10.8635	3657
Ocbimv22000008m	3468	3266.09	9.5751	8110
Ocbimv22000012m	285	110.211	151.045	4317
Ocbimv22000013m	240	76.7878	0.185057	3.68508
Ocbimv22000014m	129	20.3072	0	0
Ocbimv22000015m	171	35.1796	91.1974	832
Ocbimv22000021m	5586	5384.09	2.8462	3974
Ocbimv22000023m	2445	2243.09	0.0945512	55
Ocbimv22000024m	783	581.837	0.0397649	6
Ocbimv22000025m	297	119.688	0.16231	5.03783
Ocbimv22000026m	276	103.238	0.112326	3.00726
Ocbimv22000027m	300	122.095	0	0
Ocbimv22000028m	153	27.2661	545.727	3858.76
Ocbimv22000029m	210	56.9719	0	0
Ocbimv22000030m	201	51.4799	0	0
Ocbimv22000031m	561	361.939	0.199262	18.7029
Ocbimv22000033m	177	38.1404	6.87502	68
Ocbimv22000034m	543	344.365	0.0335933	3
Ocbimv22000035m	1161	959.087	0.0967803	24.071
Ocbimv22000036m	750	548.973	0	0
Ocbimv22000038m	390	199.488	0.0386601	2
Ocbimv22000039m	258	89.6643	0	0
Ocbimv22000040m	528	329.78	16.2065	1386
Ocbimv22000041m	696	495.24	57.2298	7350
Ocbimv22000042m	393	202.207	110.95	5818
Ocbimv22000043m	474	277.788	15.2697	1100
Ocbimv22000044m	480	283.522	12.5943	926
Ocbimv22000046m	267	96.3878	43.1268	1078
Ocbimv22000047m	348	162.34	217.652	9163
Ocbimv22000048m	2496	2294.09	5.60074	3332
Ocbimv22000052m	1908	1706.09	1.40225	620.407
Ocbimv22000054m	288	112.561	0.0342579	1
Ocbimv22000055m	2004	1802.09	0.288874	135
Ocbimv22000056m	603	403.224	0.245696	25.6917
Ocbimv22000057m	1068	866.087	6.21993	1397
Ocbimv22000058m	216	60.751	0	0
Ocbimv22000059m	525	326.871	0	0
Ocbimv22000060m	1707	1505.09	0.0179344	7
Ocbimv22000061m	231	70.6125	0.0546096	1
Ocbimv22000062m	222	64.634	0.0596608	1
Ocbimv22000063m	2604	2402.09	7.15973	4460
Ocbimv22000064m	462	266.355	5.96157	411.786
Ocbimv22000065m	312	131.878	3.96105	135.466
Ocbimv22000066m	207	55.1182	0.419766	6
Ocbimv22000067m	423	229.725	0	0
Ocbimv22000068m	7179	6977.09	389.874	705420
Ocbimv22000069m	462	266.355	537.5	37127
Ocbimv22000070m	153	27.2661	3681.58	26032
Ocbimv22000071m	324	141.862	10.8968	400.88
Ocbimv22000072m	192	46.2576	6.05979	72.6926
Ocbimv22000073m	951	749.367	0	0
Ocbimv22000074m	873	671.575	0	0
Ocbimv22000075m	234	72.6607	9.71185	183
Ocbimv22000076m	309	129.411	0	0
Ocbimv22000077m	150	26.1399	0.885112	6
Ocbimv22000078m	216	60.751	1.39643	22
Ocbimv22000079m	225	66.5937	0.0610399	1.05414
Ocbimv22000080m	318	136.854	0.469698	16.6696
Ocbimv22000081m	1704	1502.09	2.86497	1116
Ocbimv22000082m	264	94.1228	116.639	2847
Ocbimv22000083m	696	495.24	15.0121	1928
Ocbimv22000084m	231	70.6125	49.8039	912
Ocbimv22000085m	288	112.561	0.0342579	1
Ocbimv22000086m	1104	902.087	2.5306	592
Ocbimv22000087m	984	782.308	0.670497	136.027
Ocbimv22000088m	984	782.308	0.980902	199
Ocbimv22000089m	294	117.294	32.9085	1001
Ocbimv22000090m	534	335.599	9.47947	825
Ocbimv22000091m	177	38.1404	0.505516	5
Ocbimv22000092m	549	350.211	0.165163	15
Ocbimv22000093m	537	338.516	2.34659	206
Ocbimv22000094m	654	453.613	2.8393	334
Ocbimv22000095m	429	235.312	0.524392	32
Ocbimv22000096m	540	341.435	10.379	919
Ocbimv22000097m	852	650.632	0.88426	149.199
Ocbimv22000098m	603	403.224	0	0
Ocbimv22000099m	210	56.9719	0.0676846	1
Ocbimv22000100m	150	26.1399	3.54045	24
Ocbimv22000101m	414	221.406	19.9789	1147.13
Ocbimv22000102m	798	596.78	0	0
Ocbimv22000103m	438	243.742	0	0
Ocbimv22000104m	1884	1682.09	8.35373	3644
Ocbimv22000105m	651	450.641	1.5261	178.345
Ocbimv22000106m	321	139.364	0.58705	21.2165
Ocbimv22000107m	654	453.613	0.106713	12.5531
Ocbimv22000108m	759	557.937	17.8521	2583
Ocbimv22000109m	183	41.2557	97.2074	1040
Ocbimv22000110m	231	70.6125	1.1468	21
Ocbimv22000111m	300	122.095	65.2187	2065
Ocbimv22000112m	252	85.2969	3.32578	73.5659
Ocbimv22000113m	402	210.412	0	0
Ocbimv22000114m	339	154.565	2.93448	117.623
Ocbimv22000115m	489	292.139	0.295383	22.3782
Ocbimv22000116m	678	477.399	2.95454	365.781
Ocbimv22000117m	336	152.012	0.845222	33.3195
Ocbimv22000118m	234	72.6607	258.24	4866
Ocbimv22000119m	2553	2351.09	46.5456	28379
Ocbimv22000121m	222	64.634	0.298304	5
Ocbimv22000122m	264	94.1228	0.245814	6
Ocbimv22000123m	1728	1526.09	0.0555896	22
Ocbimv22000124m	786	584.83	0	0
Ocbimv22000125m	150	26.1399	11.654	79
Ocbimv22000126m	1338	1136.09	0.695813	205
Ocbimv22000127m	156	28.4566	16.69	123.166
Ocbimv22000128m	183	41.2557	0.186937	2
Ocbimv22000129m	297	119.688	14.1438	439
Ocbimv22000130m	207	55.1182	39.5814	565.764
Ocbimv22000131m	219	62.6874	0	0
Ocbimv22000132m	189	44.5605	1.12498	13
Ocbimv22000133m	219	62.6874	0.0617104	1.0032
Ocbimv22000134m	234	72.6607	0	0
Ocbimv22000135m	1074	872.087	0.00442171	1
Ocbimv22000136m	852	650.632	0.0384306	6.48429
Ocbimv22000137m	228	68.5902	103.894	1848
Ocbimv22000138m	1008	806.087	0.798886	167
Ocbimv22000139m	1950	1748.09	3.67945	1668
Ocbimv22000140m	1638	1436.09	2.81673	1049
Ocbimv22000141m	2490	2288.09	0.0208351	12.3628
Ocbimv22000142m	258	89.6643	0	0
Ocbimv22000143m	930	728.416	49.3544	9323
Ocbimv22000144m	897	695.515	6.15413	1110
Ocbimv22000145m	915	713.449	1.108	205
Ocbimv22000146m	273	100.943	0.916825	24
Ocbimv22000147m	3102	2900.09	0	0
Ocbimv22000148m	198	49.7209	0	0
Ocbimv22000149m	291	114.926	0	0
Ocbimv22000150m	300	122.095	0	0
Ocbimv22000151m	282	107.873	0	0
Ocbimv22000153m	1038	836.087	16.9218	3669
Ocbimv22000154m	924	722.426	6.76825	1268
Ocbimv22000155m	150	26.1399	108.721	737
Ocbimv22000156m	489	292.139	95.0025	7197.38
Ocbimv22000157m	192	46.2576	7.4192	89
Ocbimv22000158m	198	49.7209	0.0965616	1.24507
Ocbimv22000159m	93	18.9621	0.610077	3
Ocbimv22000160m	1554	1352.09	0.325125	114
Ocbimv22000161m	246	80.9931	0.761767	16
Ocbimv22000162m	1113	911.087	10.9112	2578
Ocbimv22000164m	777	575.865	0.0267849	4
Ocbimv22000165m	90	18.7635	0.616535	3
Ocbimv22000166m	165	32.3544	1.07265	9
Ocbimv22000167m	219	62.6874	0.206261	3.3531
Ocbimv22000168m	471	274.922	0.308577	22
Ocbimv22000169m	147	25.1107	0	0
Ocbimv22000170m	1458	1256.09	0.00306995	1
Ocbimv22000171m	636	435.806	0	0
Ocbimv22000172m	207	55.1182	3.21889	46.0099
Ocbimv22000173m	150	26.1399	0	0
Ocbimv22000174m	276	103.238	0	0
Ocbimv22000175m	2658	2456.09	0.260624	166
Ocbimv22000176m	213	58.8419	0	0
Ocbimv22000177m	213	58.8419	42.4544	647.827
Ocbimv22000178m	573	373.722	1.75408	170
Ocbimv22000180m	285	110.211	0.481249	13.7545
Ocbimv22000181m	150	26.1399	0.442556	3
Ocbimv22000182m	708	507.148	7.37543	970
Ocbimv22000183m	594	394.361	6.33209	647.576
Ocbimv22000184m	570	370.776	0.218403	21
Ocbimv22000185m	375	186.035	0.331647	16
Ocbimv22000186m	1683	1481.09	2.24688	863
Ocbimv22000187m	1602	1400.09	8.2984	3013
Ocbimv22000188m	1251	1049.09	0.0918923	25
Ocbimv22000189m	192	46.2576	1.00034	12
Ocbimv22000190m	153	27.2661	62.9343	445
Ocbimv22000192m	4824	4622.09	1.91467	2295
Ocbimv22000193m	159	29.6971	0	0
Ocbimv22000194m	603	403.224	0.143559	15.0116
Ocbimv22000195m	216	60.751	0	0
Ocbimv22000197m	702	501.195	0.638589	83
Ocbimv22000198m	306	126.971	0.03037	1
Ocbimv22000199m	330	146.904	0	0
Ocbimv22000200m	219	62.6874	81.2655	1321.1
Ocbimv22000201m	1692	1490.09	4.07462	1574.52
Ocbimv22000202m	228	68.5902	0	0
Ocbimv22000203m	735	534.034	5.17846	717.165
Ocbimv22000204m	351	164.948	10.2161	437
Ocbimv22000205m	210	56.9719	499.106	7374
Ocbimv22000206m	390	199.488	571.144	29547
Ocbimv22000207m	228	68.5902	0	0
Ocbimv22000208m	468	272.051	0	0
Ocbimv22000209m	498	300.761	0.0956371	7.45928
Ocbimv22000210m	474	277.788	0.0416445	3
Ocbimv22000211m	297	119.688	143.824	4464.07
Ocbimv22000216m	14361	14159.1	16.075	59025
Ocbimv22000224m	162	30.9923	3.73265	30
Ocbimv22000225m	165	32.3544	0.26504	2.22379
Ocbimv22000226m	171	35.1796	7.01518	64
Ocbimv22000227m	285	110.211	0.290532	8.30366
Ocbimv22000228m	792	590.805	0.0231656	3.54926
