Name	Length	EffectiveLength	TPM	NumReads
Ocbimv22000001m	1452	1285.69	0.743291	216.009
Ocbimv22000002m	309	153.035	0.0867268	3
Ocbimv22000003m	3309	3142.69	1.78501	1268
Ocbimv22000007m	1500	1333.69	13.5838	4095
Ocbimv22000008m	3468	3301.69	10.5347	7862
Ocbimv22000012m	285	132.017	110.689	3303
Ocbimv22000013m	240	94.875	0	0
Ocbimv22000014m	129	24.4172	0	0
Ocbimv22000015m	171	46.1609	54.0541	564
Ocbimv22000021m	5586	5419.69	2.60155	3187
Ocbimv22000023m	2445	2278.69	0.0970752	50
Ocbimv22000024m	783	617.099	0.0358458	5
Ocbimv22000025m	297	142.433	0.152747	4.91766
Ocbimv22000026m	276	124.308	0	0
Ocbimv22000027m	300	145.083	0	0
Ocbimv22000028m	153	35.7504	457.134	3694.04
Ocbimv22000029m	210	72.2601	0	0
Ocbimv22000030m	201	65.8759	0	0
Ocbimv22000031m	561	395.747	0.239589	21.4319
Ocbimv22000033m	177	49.8718	5.67739	64
Ocbimv22000034m	543	377.868	0	0
Ocbimv22000035m	1161	994.691	0.17945	40.3467
Ocbimv22000036m	750	584.14	0.00757368	1
Ocbimv22000038m	390	228.09	0	0
Ocbimv22000039m	258	109.301	0	0
Ocbimv22000040m	528	362.978	29.6176	2430
Ocbimv22000041m	696	530.265	59.103	7084
Ocbimv22000042m	393	230.964	106.156	5542
Ocbimv22000043m	474	309.661	20.1873	1413
Ocbimv22000044m	480	315.562	19.0528	1359
Ocbimv22000046m	267	116.749	67.0343	1769
Ocbimv22000047m	348	188.45	221.475	9434
Ocbimv22000048m	2496	2329.69	6.17176	3250
Ocbimv22000052m	1908	1741.69	1.28784	507
Ocbimv22000054m	288	134.612	0	0
Ocbimv22000055m	2004	1837.69	0.209445	87
Ocbimv22000056m	603	437.53	0.459881	45.481
Ocbimv22000057m	1068	901.691	5.60805	1143
Ocbimv22000058m	216	76.6256	0.115473	2
Ocbimv22000059m	525	360.004	0	0
Ocbimv22000060m	1707	1540.69	0.00574299	2
Ocbimv22000061m	231	87.9222	0.100636	2
Ocbimv22000062m	222	81.1013	1.3092	24
Ocbimv22000063m	2604	2437.69	9.7404	5367
Ocbimv22000064m	462	297.866	3.86893	260.488
Ocbimv22000065m	312	155.701	1.82457	64.2136
Ocbimv22000066m	207	70.1133	0.12807	2.02966
Ocbimv22000067m	423	259.84	0	0
Ocbimv22000068m	7179	7012.69	299.801	475219
Ocbimv22000069m	462	297.866	472.165	31790
Ocbimv22000070m	153	35.7504	2006.72	16216
Ocbimv22000071m	324	166.468	11.1164	418.285
Ocbimv22000072m	192	59.6739	8.46951	114.24
Ocbimv22000073m	951	784.891	0.00563657	1
Ocbimv22000074m	873	707.002	0.0129017	2.06179
Ocbimv22000075m	234	90.2295	1.56901	32
Ocbimv22000076m	309	153.035	0	0
Ocbimv22000077m	150	34.1444	4.01667	31
Ocbimv22000078m	216	76.6256	0.635101	11
Ocbimv22000079m	225	83.3673	0.0571238	1.07644
Ocbimv22000080m	318	161.065	0.140201	5.1042
Ocbimv22000081m	1704	1537.69	5.14743	1789.1
Ocbimv22000082m	264	114.246	85.5031	2208
Ocbimv22000083m	696	530.265	21.5838	2587
Ocbimv22000084m	231	87.9222	73.1627	1454
Ocbimv22000085m	288	134.612	0.0985966	3
Ocbimv22000086m	1104	937.691	1.47675	313
Ocbimv22000087m	984	817.839	0.899887	166.353
Ocbimv22000088m	984	817.839	1.20378	222.532
Ocbimv22000089m	294	139.8	16.4242	519
Ocbimv22000090m	534	368.927	9.06578	756
Ocbimv22000091m	177	49.8718	0.798383	9
Ocbimv22000092m	549	383.829	0.149841	13
Ocbimv22000093m	537	371.906	3.02152	254
Ocbimv22000094m	654	488.373	3.87718	428
Ocbimv22000095m	429	265.67	9.54191	573
Ocbimv22000096m	540	374.886	10.7744	913
Ocbimv22000097m	852	686.029	0.343094	53.2024
Ocbimv22000098m	603	437.53	0	0
Ocbimv22000099m	210	72.2601	0	0
Ocbimv22000100m	150	34.1444	0.38871	3
Ocbimv22000101m	414	251.137	31.0288	1761.38
Ocbimv22000102m	798	632.082	0	0
Ocbimv22000103m	438	274.43	0	0
Ocbimv22000104m	1884	1717.69	8.08739	3140
Ocbimv22000105m	651	485.378	1.37845	151.233
Ocbimv22000106m	321	163.768	0.545344	20.1872
Ocbimv22000107m	654	488.373	0.0273819	3.02268
Ocbimv22000108m	759	593.13	23.1524	3104
Ocbimv22000109m	183	53.6955	110.982	1347
Ocbimv22000110m	231	87.9222	3.67323	73
Ocbimv22000111m	300	145.083	29.8227	978
Ocbimv22000112m	252	104.45	4.87654	115.132
Ocbimv22000113m	402	239.599	0	0
Ocbimv22000114m	339	180.141	7.39595	301.151
Ocbimv22000115m	489	324.412	0.152283	11.1667
Ocbimv22000116m	678	512.313	1.30963	151.656
Ocbimv22000117m	336	177.393	0.514989	20.6496
Ocbimv22000118m	234	90.2295	124.344	2536
Ocbimv22000119m	2553	2386.69	50.0986	27027
Ocbimv22000121m	222	81.1013	0.272751	5
Ocbimv22000122m	264	114.246	0.0387242	1
Ocbimv22000123m	1728	1561.69	0.155809	55
Ocbimv22000124m	786	620.097	0	0
Ocbimv22000125m	150	34.1444	15.5484	120
Ocbimv22000126m	1338	1171.69	1.30266	345
Ocbimv22000127m	156	37.4003	14.201	120.052
Ocbimv22000128m	183	53.6955	0	0
Ocbimv22000129m	297	142.433	10.6228	342
Ocbimv22000130m	207	70.1133	27.2573	431.975
Ocbimv22000131m	219	78.854	0	0
Ocbimv22000132m	189	57.651	0.920871	12
Ocbimv22000133m	219	78.854	0	0
Ocbimv22000134m	234	90.2295	0	0
Ocbimv22000135m	1074	907.691	0	0
Ocbimv22000136m	852	686.029	0.117763	18.2612
Ocbimv22000137m	228	85.6324	81.6287	1580
Ocbimv22000138m	1008	841.691	0.373189	71
Ocbimv22000139m	1950	1783.69	3.74525	1510
Ocbimv22000140m	1638	1471.69	3.17447	1056
Ocbimv22000141m	2490	2323.69	0.0565735	29.7144
Ocbimv22000142m	258	109.301	0	0
Ocbimv22000143m	930	763.912	73.3418	12664
Ocbimv22000144m	897	730.962	6.6395	1097
Ocbimv22000145m	915	748.93	0.956968	162
Ocbimv22000146m	273	121.777	1.56216	43
Ocbimv22000147m	3102	2935.69	0	0
Ocbimv22000148m	198	63.7883	0	0
Ocbimv22000149m	291	137.204	0	0
Ocbimv22000150m	300	145.083	0	0
Ocbimv22000151m	282	129.431	0	0
Ocbimv22000153m	1038	871.691	17.1037	3370
Ocbimv22000154m	924	757.916	12.1355	2079
Ocbimv22000155m	150	34.1444	85.6457	661
Ocbimv22000156m	489	324.412	123.039	9022.3
Ocbimv22000157m	192	59.6739	12.0103	162
Ocbimv22000158m	198	63.7883	0	0
Ocbimv22000159m	93	17.0674	2.85135	11
Ocbimv22000160m	1554	1387.69	1.5526	487
Ocbimv22000161m	246	99.6281	4.52942	102
Ocbimv22000162m	1113	946.691	18.8471	4033
Ocbimv22000164m	777	611.106	0.014479	2
Ocbimv22000165m	90	16.9963	0.260297	1
Ocbimv22000166m	165	42.5683	0	0
Ocbimv22000167m	219	78.854	0	0
Ocbimv22000168m	471	306.715	0.288482	20
Ocbimv22000169m	147	32.6183	0	0
Ocbimv22000170m	1458	1291.69	0.0205502	6
Ocbimv22000171m	636	470.419	0	0
Ocbimv22000172m	207	70.1133	1.51653	24.0341
Ocbimv22000173m	150	34.1444	0.488783	3.77235
Ocbimv22000174m	276	124.308	0	0
Ocbimv22000175m	2658	2491.69	0.324923	183
Ocbimv22000176m	213	74.4265	0	0
Ocbimv22000177m	213	74.4265	29.802	501.359
Ocbimv22000178m	573	407.676	1.3565	125
Ocbimv22000180m	285	132.017	0.312611	9.32846
Ocbimv22000181m	150	34.1444	0.394176	3.04219
Ocbimv22000182m	708	542.238	6.52715	800
Ocbimv22000183m	594	428.566	5.46028	528.943
Ocbimv22000184m	570	404.699	0.2405	22
Ocbimv22000185m	375	213.818	3.55883	172
Ocbimv22000186m	1683	1516.69	2.65149	909
Ocbimv22000187m	1602	1435.69	11.4293	3709
Ocbimv22000188m	1251	1084.69	0.110124	27
Ocbimv22000189m	192	59.6739	0.222413	3
Ocbimv22000190m	153	35.7504	59.5234	481
Ocbimv22000192m	4824	4657.69	1.2215	1286
Ocbimv22000193m	159	39.1013	0.113144	1
Ocbimv22000194m	603	437.53	0.280011	27.6923
Ocbimv22000195m	216	76.6256	0.0577365	1
Ocbimv22000197m	702	536.253	1.1055	134
Ocbimv22000198m	306	150.379	0.0294197	1
Ocbimv22000199m	330	171.904	0	0
Ocbimv22000200m	219	78.854	48.4166	862.967
Ocbimv22000201m	1692	1525.69	6.50883	2244.64
Ocbimv22000202m	228	85.6324	0	0
Ocbimv22000203m	735	569.169	8.98592	1156.06
Ocbimv22000204m	351	191.233	12.5621	543
Ocbimv22000205m	210	72.2601	488.388	7977
Ocbimv22000206m	390	228.09	503.896	25979
Ocbimv22000207m	228	85.6324	1.1366	22
Ocbimv22000208m	468	303.764	0.120174	8.25129
Ocbimv22000209m	498	333.284	39.9513	3009.69
Ocbimv22000210m	474	309.661	0.0285737	2
Ocbimv22000211m	297	142.433	57.0935	1838.12
Ocbimv22000216m	14361	14194.7	12.3509	39628
Ocbimv22000224m	162	40.8178	0.975476	9
Ocbimv22000225m	165	42.5683	0.237578	2.28597
Ocbimv22000226m	171	46.1609	14.4719	151
Ocbimv22000227m	285	132.017	0.135768	4.05137
Ocbimv22000228m	792	626.089	0.00717224	1.015
Ocbimv22000229m	5640	5473.69	1.72497	2134.21
Ocbimv22000231m	996	829.796	0.282571	53
Ocbimv22000232m	4338	4171.69	0.167559	158
Ocbimv22000233m	1437	1270.69	0.23327	67
Ocbimv22000235m	489	324.412	8.4551	620
Ocbimv22000237m	321	163.768	13.8583	513
Ocbimv22000238m	3225	3058.69	5.17956	3581
Ocbimv22000239m	1119	952.691	259.782	55942
Ocbimv22000241m	177	49.8718	0	0
Ocbimv22000242m	372	210.971	123.787	5903
Ocbimv22000243m	945	778.897	15.3074	2695
Ocbimv22000244m	1419	1252.69	12.9859	3677
Ocbimv22000245m	396	233.841	1.02164	54
Ocbimv22000246m	156	37.4003	0.23658	2
Ocbimv22000247m	1353	1186.69	2.81843	756
Ocbimv22000249m	726	560.19	12.786	1619
Ocbimv22000251m	1305	1138.69	3.7648	969
Ocbimv22000252m	177	49.8718	0	0
Ocbimv22000253m	210	72.2601	1.89504	30.9522
Ocbimv22000255m	1374	1207.69	6.99317	1909
Ocbimv22000256m	1128	961.691	0.14261	31
Ocbimv22000257m	321	163.768	83.1501	3078
Ocbimv22000258m	231	87.9222	0.0503182	1
Ocbimv22000260m	501	336.244	0	0
Ocbimv22000261m	1824	1657.69	8.5696	3211
Ocbimv22000262m	660	494.361	675.254	75455
Ocbimv22000263m	189	57.651	1461.27	19042
Ocbimv22000264m	156	37.4003	5881.86	49724
Ocbimv22000265m	156	37.4003	5424.55	45858
Ocbimv22000266m	798	632.082	6.28531	898
Ocbimv22000267m	672	506.328	76.585	8765
Ocbimv22000268m	582	416.615	44.4198	4183
Ocbimv22000269m	1905	1738.69	40.8544	16056
Ocbimv22000270m	960	793.879	114.631	20570
Ocbimv22000273m	1194	1027.69	24.1762	5616
Ocbimv22000274m	1290	1123.69	0.960653	244
Ocbimv22000275m	225	83.3673	2.70644	51
Ocbimv22000276m	1746	1579.69	16.4199	5863
Ocbimv22000277m	1665	1498.69	30.0304	10173
Ocbimv22000278m	1341	1174.69	21.7534	5776
Ocbimv22000282m	219	78.854	0	0
Ocbimv22000283m	732	566.175	9.24396	1183
Ocbimv22000284m	891	724.975	17.6726	2896
Ocbimv22000289m	2334	2167.69	22.3379	10945
Ocbimv22000291m	1047	880.691	14.377	2862
Ocbimv22000292m	516	351.084	1.37353	109
Ocbimv22000293m	420	256.934	0	0
Ocbimv22000294m	354	194.03	0	0
Ocbimv22000295m	342	182.899	9.48196	392
Ocbimv22000298m	2622	2455.69	16.0826	8927
Ocbimv22000301m	2157	1990.69	0.527112	237.183
Ocbimv22000302m	444	280.275	0.157848	10
Ocbimv22000303m	3138	2971.69	11.7582	7898.04
Ocbimv22000304m	336	177.393	144.948	5812
Ocbimv22000305m	849	683.033	36.5634	5645
Ocbimv22000306m	3819	3652.69	1.38439	1143
Ocbimv22000307m	636	470.419	4.85276	516
Ocbimv22000308m	807	641.076	0.00805217	1.16681
Ocbimv22000309m	1863	1696.69	0.00782244	3
Ocbimv22000311m	159	39.1013	0.681156	6.02024
Ocbimv22000312m	1503	1336.69	25.0963	7582.59
Ocbimv22000313m	3198	3031.69	21.1479	14492
Ocbimv22000317m	267	116.749	0	0
Ocbimv22000318m	192	59.6739	6.00516	81
Ocbimv22000319m	717	551.221	0	0
Ocbimv22000320m	2316	2149.69	4.51733	2195
Ocbimv22000321m	156	37.4003	17.0338	144
Ocbimv22000322m	2505	2338.69	38.2917	20242
Ocbimv22000324m	261	111.766	0.0791669	2
Ocbimv22000325m	573	407.676	0.0110147	1.015
Ocbimv22000326m	216	76.6256	0	0
Ocbimv22000327m	1299	1132.69	0.0156233	4
Ocbimv22000328m	1170	1003.69	4.69433	1065
Ocbimv22000329m	216	76.6256	0.692838	12
Ocbimv22000330m	207	70.1133	42.0871	667
Ocbimv22000331m	249	102.025	24.6676	568.864
Ocbimv22000332m	855	689.025	213.292	33219
Ocbimv22000333m	459	294.923	7.93544	529
Ocbimv22000334m	168	44.3374	24.0475	241
Ocbimv22000335m	213	74.4265	0.356655	6
Ocbimv22000336m	1335	1168.69	0.0113565	3
Ocbimv22000337m	180	51.758	0	0
Ocbimv22000338m	246	99.6281	0.799309	18
Ocbimv22000339m	159	39.1013	56.1196	496
Ocbimv22000340m	2781	2614.69	5.4009	3192
Ocbimv22000341m	354	194.03	0	0
Ocbimv22000342m	168	44.3374	3.04935	30.56
Ocbimv22000343m	162	40.8178	0	0
Ocbimv22000344m	378	216.663	0	0
Ocbimv22000345m	216	76.6256	0	0
Ocbimv22000346m	168	44.3374	0.326585	3.27298
Ocbimv22000347m	312	155.701	6.17692	217.39
Ocbimv22000348m	378	216.663	0.0612576	3
Ocbimv22000349m	867	701.014	2.36031	374
Ocbimv22000350m	489	324.412	0.381843	28
Ocbimv22000352m	279	126.866	26.8863	771
Ocbimv22000353m	228	85.6324	22.1637	429
Ocbimv22000354m	270	119.256	0.333877	9
Ocbimv22000355m	1032	865.691	0	0
Ocbimv22000356m	318	161.065	0.354728	12.9143
Ocbimv22000357m	222	81.1013	0.218201	4
Ocbimv22000358m	5670	5503.69	8.21525	10220
Ocbimv22000359m	1284	1117.69	66.6488	16838
Ocbimv22000360m	306	150.379	172.664	5869
Ocbimv22000361m	1017	850.691	24.4479	4701
Ocbimv22000363m	3156	2989.69	26.2025	17707
Ocbimv22000365m	243	97.2515	0.181965	4
Ocbimv22000366m	1353	1186.69	648.284	173892
Ocbimv22000367m	1296	1129.69	17.6503	4507
Ocbimv22000371m	513	348.119	46.6531	3671
Ocbimv22000373m	228	85.6324	0	0
Ocbimv22000374m	3408	3241.69	5.05912	3707
Ocbimv22000375m	3006	2839.69	6.09936	3915
Ocbimv22000376m	192	59.6739	46.8551	632
Ocbimv22000377m	387	225.224	22.3145	1136
Ocbimv22000378m	1263	1096.69	14.5871	3616
Ocbimv22000379m	168	44.3374	1.89586	19
Ocbimv22000380m	453	289.054	22.2847	1456
Ocbimv22000381m	216	76.6256	0.346419	6
Ocbimv22000382m	537	371.906	0.630474	53
Ocbimv22000383m	7848	7681.69	1.09599	1903
Ocbimv22000384m	249	102.025	9.14956	211
Ocbimv22000385m	5595	5428.69	0.0016526	2.02786
Ocbimv22000386m	465	300.814	18.6898	1270.8
Ocbimv22000387m	558	392.767	1.35167	120
Ocbimv22000388m	1680	1513.69	5.14982	1762
Ocbimv22000392m	513	348.119	29.6809	2335.5
Ocbimv22000393m	6819	6652.69	0.357109	537
Ocbimv22000394m	330	171.904	0.626243	24.3335
Ocbimv22000395m	2049	1882.69	0.0681464	29
Ocbimv22000396m	234	90.2295	0	0
Ocbimv22000398m	2220	2053.69	10.0709	4675
Ocbimv22000399m	204	67.9743	196.711	3022.39
Ocbimv22000400m	852	686.029	0	0
Ocbimv22000401m	381	219.512	0	0
Ocbimv22000402m	159	39.1013	1.13144	10
Ocbimv22000403m	216	76.6256	0.115473	2
Ocbimv22000404m	324	166.468	0	0
Ocbimv22000405m	5343	5176.69	0.410216	480
Ocbimv22000406m	180	51.758	7.69288	90
Ocbimv22000407m	291	137.204	1.16081	36
Ocbimv22000408m	2697	2530.69	0.633238	362.228
Ocbimv22000409m	651	485.378	0.0197668	2.16867
Ocbimv22000410m	252	104.45	0	0
Ocbimv22000411m	240	94.875	0	0
Ocbimv22000412m	549	383.829	0.0601781	5.22098
Ocbimv22000413m	336	177.393	3.26707	131
Ocbimv22000414m	264	114.246	1.2779	33
Ocbimv22000415m	1200	1033.69	9.15041	2138
Ocbimv22000416m	873	707.002	26.2879	4201
Ocbimv22000419m	3075	2908.69	0.743764	489
Ocbimv22000421m	1125	958.691	133.462	28921
Ocbimv22000422m	771	605.112	17.0497	2332
Ocbimv22000423m	1170	1003.69	116.349	26396
Ocbimv22000424m	411	248.239	6.36242	357
Ocbimv22000425m	1293	1126.69	0.121986	31.0665
Ocbimv22000426m	591	425.575	14.6314	1407.47
Ocbimv22000427m	990	823.82	38.702	7206.79
Ocbimv22000429m	789	623.094	0.716403	100.899
Ocbimv22000430m	174	47.9993	232.913	2527
Ocbimv22000431m	705	539.246	50.0211	6097
Ocbimv22000432m	237	92.5399	1.19518	25
Ocbimv22000433m	273	121.777	0.0726586	2
Ocbimv22000434m	729	563.18	0.376136	47.8816
Ocbimv22000435m	273	121.777	0.581269	16
Ocbimv22000436m	273	121.777	0.254305	7
Ocbimv22000438m	3225	3058.69	1.13832	787
Ocbimv22000440m	618	452.466	0.136888	14
Ocbimv22000441m	933	766.91	0	0
Ocbimv22000442m	210	72.2601	7.2313	118.111
Ocbimv22000443m	2286	2119.69	5.10723	2447
Ocbimv22000444m	234	90.2295	14.0721	287
Ocbimv22000445m	3537	3370.69	0.795385	606
Ocbimv22000446m	342	182.899	358.336	14814.2
Ocbimv22000447m	306	150.379	32.8029	1115
Ocbimv22000448m	267	116.749	96.5157	2547
Ocbimv22000449m	276	124.308	93.9216	2639
Ocbimv22000450m	822	656.065	47.5677	7054
Ocbimv22000451m	1320	1153.69	8.26383	2155
Ocbimv22000452m	171	46.1609	30.3815	317
Ocbimv22000453m	567	401.715	126.914	11524
Ocbimv22000455m	591	425.575	20.8119	2002
Ocbimv22000456m	177	49.8718	4.8008	54.1184
Ocbimv22000457m	531	365.951	0.0241786	2
Ocbimv22000458m	330	171.904	20.5629	799
Ocbimv22000459m	222	81.1013	3.05481	56
Ocbimv22000460m	192	59.6739	2.00172	27
Ocbimv22000461m	1710	1543.69	0.240737	84
Ocbimv22000462m	423	259.84	0.0170936	1.00396
Ocbimv22000463m	249	102.025	0	0
Ocbimv22000464m	423	259.84	234.928	13798
Ocbimv22000465m	255	106.867	0	0
Ocbimv22000466m	423	259.84	4.98869	293
Ocbimv22000467m	558	392.767	27.2775	2421.67
Ocbimv22000468m	582	416.615	0	0
Ocbimv22000469m	1539	1372.69	11.1223	3451
Ocbimv22000470m	270	119.256	3.94544	106.353
Ocbimv22000471m	183	53.6955	0.164784	2
Ocbimv22000472m	285	132.017	0	0
Ocbimv22000474m	1020	853.691	43.0857	8314
Ocbimv22000475m	180	51.758	0.769288	9
Ocbimv22000476m	264	114.246	0	0
Ocbimv22000477m	2121	1954.69	0.0543196	24
Ocbimv22000478m	738	572.162	354.883	45896.6
Ocbimv22000479m	309	153.035	0	0
Ocbimv22000480m	375	213.818	0	0
Ocbimv22000485m	978	811.855	2.77917	510
Ocbimv22000489m	3564	3397.69	9.36691	7193.76
Ocbimv22000490m	369	208.134	13.5613	638
Ocbimv22000491m	189	57.651	0	0
Ocbimv22000492m	588	422.586	3.28297	313.587
Ocbimv22000493m	1350	1183.69	10.4128	2786
Ocbimv22000494m	180	51.758	104.367	1221
Ocbimv22000495m	3774	3607.69	7.08798	5780
Ocbimv22000497m	279	126.866	51.9593	1490
Ocbimv22000498m	264	114.246	1.64718	42.5363
Ocbimv22000500m	14979	14812.7	1.54352	5168
Ocbimv22000505m	219	78.854	0	0
Ocbimv22000506m	201	65.8759	0.268632	4
Ocbimv22000507m	186	55.6564	1.74876	22
Ocbimv22000508m	150	34.1444	418.16	3227.29
Ocbimv22000509m	969	802.872	0.278869	50.6083
Ocbimv22000510m	348	188.45	0.35066	14.9368
Ocbimv22000511m	387	225.224	0.040454	2.05946
Ocbimv22000512m	1554	1387.69	2.88453	904.782
Ocbimv22000513m	900	733.957	0.168776	28
Ocbimv22000514m	327	169.174	2.55245	97.6035
Ocbimv22000515m	378	216.663	0	0
Ocbimv22000516m	171	46.1609	0	0
Ocbimv22000517m	693	527.27	6.17545	736
Ocbimv22000518m	1452	1285.69	14.2596	4144
Ocbimv22000521m	1050	883.691	12.5209	2501
Ocbimv22000523m	1071	904.691	186.037	38043
Ocbimv22000524m	312	155.701	369.013	12987
Ocbimv22000525m	2586	2419.69	0.66187	362
Ocbimv22000526m	582	416.615	27.5141	2591
Ocbimv22000527m	303	147.721	8.53543	285
Ocbimv22000528m	1692	1525.69	3.60146	1242
Ocbimv22000529m	1326	1159.69	0.110632	29
Ocbimv22000532m	1107	940.691	81.4892	17327
Ocbimv22000533m	846	680.038	11.0401	1697
Ocbimv22000534m	207	70.1133	9.71727	154
Ocbimv22000535m	348	188.45	1.13464	48.3315
Ocbimv22000536m	648	482.387	13.3533	1456
Ocbimv22000537m	1857	1690.69	4.79647	1833
Ocbimv22000538m	282	129.431	0.108344	3.16971
Ocbimv22000539m	168	44.3374	21.553	216
Ocbimv22000540m	240	94.875	0	0
Ocbimv22000541m	525	360.004	1.73275	141
Ocbimv22000542m	4944	4777.69	8.80893	9513
Ocbimv22000544m	480	315.562	42.3816	3023
Ocbimv22000545m	390	228.09	0.523699	27
Ocbimv22000546m	639	473.414	11.2036	1198.88
Ocbimv22000547m	192	59.6739	34.6965	468
Ocbimv22000548m	174	47.9993	28.9413	314
Ocbimv22000549m	273	121.777	47.0465	1295
Ocbimv22000551m	519	354.056	0.199927	16
Ocbimv22000552m	618	452.466	30.5554	3125
Ocbimv22000554m	2106	1939.69	1.01725	446
Ocbimv22000555m	867	701.014	2.8715	455
Ocbimv22000557m	912	745.934	4.70917	794
Ocbimv22000558m	795	629.086	27.0332	3844
