Name	Length	EffectiveLength	TPM	NumReads
Ocbimv22000001m	1452	1286.8	0.578292	158.279
Ocbimv22000002m	309	153.946	0.0916195	3
Ocbimv22000003m	3309	3143.8	0.987013	660
Ocbimv22000007m	1500	1334.8	9.66149	2743
Ocbimv22000008m	3468	3302.8	6.15371	4323
Ocbimv22000012m	285	132.951	142.298	4024
Ocbimv22000013m	240	95.7962	0	0
Ocbimv22000014m	129	24.7695	0	0
Ocbimv22000015m	171	46.7437	31.2803	311
Ocbimv22000021m	5586	5420.8	1.40243	1617
Ocbimv22000023m	2445	2279.8	0.053618	26
Ocbimv22000024m	783	618.144	0	0
Ocbimv22000025m	297	143.375	0.22988	7.01034
Ocbimv22000026m	276	125.277	0.0382086	1.01812
Ocbimv22000027m	300	145.999	0	0
Ocbimv22000028m	153	36.2527	11.4146	88.0169
Ocbimv22000029m	210	73.0649	0	0
Ocbimv22000030m	201	66.6106	0	0
Ocbimv22000031m	561	396.712	0.254036	21.4357
Ocbimv22000033m	177	50.4652	3.35386	36
Ocbimv22000034m	543	378.835	0.037231	3
Ocbimv22000035m	1161	995.798	0.286223	60.6236
Ocbimv22000036m	750	585.181	0.00803421	1
Ocbimv22000038m	390	229.041	0	0
Ocbimv22000039m	258	110.268	0	0
Ocbimv22000040m	528	363.956	23.0322	1783
Ocbimv22000041m	696	531.279	68.1753	7704
Ocbimv22000042m	393	231.898	131.577	6490
Ocbimv22000043m	474	310.612	20.9484	1384
Ocbimv22000044m	480	316.513	20.7807	1399
Ocbimv22000046m	267	117.708	50.4865	1264
Ocbimv22000047m	348	189.44	231.226	9317
Ocbimv22000048m	2496	2330.8	5.33727	2646
Ocbimv22000052m	1908	1742.8	0.392871	145.634
Ocbimv22000054m	288	135.545	0	0
Ocbimv22000055m	2004	1838.8	0.0997159	39
Ocbimv22000056m	603	438.532	0.450957	42.0632
Ocbimv22000057m	1068	902.798	3.28604	631
Ocbimv22000058m	216	77.4622	0	0
Ocbimv22000059m	525	360.988	0	0
Ocbimv22000060m	1707	1541.8	0.00304934	1
Ocbimv22000061m	231	88.804	0.105884	2
Ocbimv22000062m	222	81.929	0.344308	6
Ocbimv22000063m	2604	2438.8	7.88077	4088
Ocbimv22000064m	462	298.829	3.06705	194.944
Ocbimv22000065m	312	156.622	3.36714	112.171
Ocbimv22000066m	207	70.9029	0.198926	3
Ocbimv22000067m	423	260.794	0	0
Ocbimv22000068m	7179	7013.8	251.033	374499
Ocbimv22000069m	462	298.829	420.589	26733
Ocbimv22000070m	153	36.2527	2489.07	19193
Ocbimv22000071m	324	167.415	32.556	1159.29
Ocbimv22000072m	192	60.363	6.0899	78.1893
Ocbimv22000073m	951	785.962	0.0119636	2
Ocbimv22000074m	873	708.063	0.0137979	2.07803
Ocbimv22000075m	234	91.1234	2.68292	52
Ocbimv22000076m	309	153.946	0	0
Ocbimv22000077m	150	34.6396	0.542901	4
Ocbimv22000078m	216	77.4622	0.48555	8
Ocbimv22000079m	225	84.1902	0	0
Ocbimv22000080m	318	162	0.0580429	2
Ocbimv22000081m	1704	1538.8	4.7357	1550
Ocbimv22000082m	264	115.21	89.7367	2199
Ocbimv22000083m	696	531.279	20.6367	2332
Ocbimv22000084m	231	88.804	69.7777	1318
Ocbimv22000085m	288	135.545	0.0346857	1
Ocbimv22000086m	1104	938.798	1.26201	252
Ocbimv22000087m	984	818.931	0.506332	88.1959
Ocbimv22000088m	984	818.931	0.558815	97.3377
Ocbimv22000089m	294	140.762	14.8631	445
Ocbimv22000090m	534	369.901	5.19843	409
Ocbimv22000091m	177	50.4652	0.279488	3
Ocbimv22000092m	549	384.793	0.0488728	4
Ocbimv22000093m	537	372.879	3.00084	238
Ocbimv22000094m	654	489.385	3.92922	409
Ocbimv22000095m	429	266.62	1.97496	112
